poem_slug,author_name,poem_title,poem_link,line_index,line_text,correct_last_word,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,no_choices,target_pos
charles-dickens-a-tale-of-two-cities,Charles Dickens,A Tale of Two Cities,,2,"    it was the epoch of belief, it was the epoch of incredulity,","incredulity,",,,,,,,True,NOUN
charles-dickens-a-tale-of-two-cities,Charles Dickens,A Tale of Two Cities,,3,"    it was the season of Light, it was the season of Darkness, it was the spring of hope, it was the winter of despair,","despair,","repair,","pierre,","affair,","compare,","despair,","declare,",False,NOUN
charles-dickens-a-tale-of-two-cities,Charles Dickens,A Tale of Two Cities,,4,"    we had everything before us, we had nothing before us,","us,","us,","plus,",,,,,False,OTHER
charles-dickens-a-tale-of-two-cities,Charles Dickens,A Tale of Two Cities,,5,"    we were all going direct to Heaven, we were all going direct the other way--in short, the period was so far like the present period that some of its noisiest authorities insisted on its being received, for good or for evil, in the superlative degree of comparison only.",only.,lonely.,only.,,,,,False,ADV
christina-rossetti-goblin-market,Christina Rossetti,Goblin Market,https://www.poetryfoundation.org/poems/44996/goblin-market,0,Morning and evening,evening,,,,,,,True,VERB
christina-rossetti-goblin-market,Christina Rossetti,Goblin Market,https://www.poetryfoundation.org/poems/44996/goblin-market,1,Maids heard the goblins cry:,cry:,,,,,,,True,VERB
christina-rossetti-goblin-market,Christina Rossetti,Goblin Market,https://www.poetryfoundation.org/poems/44996/goblin-market,2,"“Come buy our orchard fruits,","fruits,","suits,","routes,","boots,","fruits,","roots,",,False,NOUN
christina-rossetti-goblin-market,Christina Rossetti,Goblin Market,https://www.poetryfoundation.org/poems/44996/goblin-market,3,"Come buy, come buy:",buy:,sky:,dry:,thigh:,eye:,buy:,pie:,False,NOUN
christina-rossetti-goblin-market,Christina Rossetti,Goblin Market,https://www.poetryfoundation.org/poems/44996/goblin-market,4,"Apples and quinces,","quinces,",,,,,,,True,NOUN
christina-rossetti-goblin-market,Christina Rossetti,Goblin Market,https://www.poetryfoundation.org/poems/44996/goblin-market,5,"Lemons and oranges,","oranges,",,,,,,,True,NOUN
christina-rossetti-goblin-market,Christina Rossetti,Goblin Market,https://www.poetryfoundation.org/poems/44996/goblin-market,6,"Plump unpeck’d cherries,","cherries,","mary's,","varies,","cherries,",,,,False,NOUN
christina-rossetti-goblin-market,Christina Rossetti,Goblin Market,https://www.poetryfoundation.org/poems/44996/goblin-market,7,"Melons and raspberries,","raspberries,",,,,,,,True,NOUN
claude-mckay-if-we-must-die,Claude McKay,If We Must Die,https://www.poetryfoundation.org/poems/44694/if-we-must-die,0,"If we must die, let it not be like hogs",hogs,,,,,,,True,NOUN
claude-mckay-if-we-must-die,Claude McKay,If We Must Die,https://www.poetryfoundation.org/poems/44694/if-we-must-die,1,"Hunted and penned in an inglorious spot,","spot,","squat,","rot,","plot,","notte,","spot,","bought,",False,NOUN
claude-mckay-if-we-must-die,Claude McKay,If We Must Die,https://www.poetryfoundation.org/poems/44694/if-we-must-die,2,"While round us bark the mad and hungry dogs,","dogs,",,,,,,,True,NOUN
claude-mckay-if-we-must-die,Claude McKay,If We Must Die,https://www.poetryfoundation.org/poems/44694/if-we-must-die,3,Making their mock at our accursèd lot.,lot.,lot.,trot.,shot.,caught.,notte.,plot.,False,NOUN
claude-mckay-if-we-must-die,Claude McKay,If We Must Die,https://www.poetryfoundation.org/poems/44694/if-we-must-die,4,"If we must die, O let us nobly die,","die,","buy,","die,",,,,,False,VERB
claude-mckay-if-we-must-die,Claude McKay,If We Must Die,https://www.poetryfoundation.org/poems/44694/if-we-must-die,5,So that our precious blood may not be shed,shed,ted,sped,fred,fled,shed,led,False,VERB
claude-mckay-if-we-must-die,Claude McKay,If We Must Die,https://www.poetryfoundation.org/poems/44694/if-we-must-die,6,In vain; then even the monsters we defy,defy,defy,apply,,,,,False,VERB
claude-mckay-if-we-must-die,Claude McKay,If We Must Die,https://www.poetryfoundation.org/poems/44694/if-we-must-die,7,Shall be constrained to honor us though dead!,dead!,dead!,red!,,,,,False,ADJ
don-delillo-white-noise,Don DeLillo,White Noise,,0,"The station wagons arrived at noon, a long shining line that coursed through the west campus.",campus.,,,,,,,True,NOUN
don-delillo-white-noise,Don DeLillo,White Noise,,1,    In single file they eased around the orange I-beam sculpture and moved toward the dormitories.,dormitories.,laboratories.,territories.,categories.,dormitories.,,,False,NOUN
don-delillo-white-noise,Don DeLillo,White Noise,,2,    The roofs of the station wagons were loaded down with carefully secured suitcases full of light and heavy clothing;,clothing;,,,,,,,True,NOUN
don-delillo-white-noise,Don DeLillo,White Noise,,3,"    with boxes of blankets, boots and shoes, stationery and books, sheets, pillows, quilts; with rolled-up rugs and sleeping bags;",bags;,bags;,rags;,flags;,,,,False,NOUN
don-delillo-white-noise,Don DeLillo,White Noise,,4,"    with bicycles, skis, rucksacks, English and Western saddles, inflated rafts.",rafts.,,,,,,,True,NOUN
don-delillo-white-noise,Don DeLillo,White Noise,,5,"    As cars slowed to a crawl and stopped, students sprang out and raced to the rear doors to begin removing the objects inside; the stereo sets, radios, personal computers; small refrigerators and table ranges; the cartons of phonograph records and cassettes; the hairdryers and styling irons;",irons;,,,,,,,True,NOUN
don-delillo-white-noise,Don DeLillo,White Noise,,6,"    the tennis rackets, soccer balls, hockey and lacrosse sticks, bows and arrows; the controlled substances, the birth control pills and devices; the junk food still in shopping bags--onion-and-garlic chips, nacho thins, peanut creme patties, Waffelos and Kabooms, fruit chews and toffee popcorn; the Dum-Dum pops, the Mystic mints.",mints.,hints.,mints.,prints.,,,,False,NOUN
ee-cummings-little-tree,E.E. Cummings,[little tree],https://www.poetryfoundation.org/poems/47252/little-tree,0,little tree,tree,thee,ski,lee,cod,tee,tree,False,NOUN
ee-cummings-little-tree,E.E. Cummings,[little tree],https://www.poetryfoundation.org/poems/47252/little-tree,1,little silent Christmas tree,tree,mee,thee,sea,fee,tea,tree,False,NOUN
ee-cummings-little-tree,E.E. Cummings,[little tree],https://www.poetryfoundation.org/poems/47252/little-tree,2,you are so little,little,,,,,,,True,ADJ
ee-cummings-little-tree,E.E. Cummings,[little tree],https://www.poetryfoundation.org/poems/47252/little-tree,3,you are more like a flower,flower,flower,hour,flour,power,tower,shower,False,NOUN
ee-cummings-little-tree,E.E. Cummings,[little tree],https://www.poetryfoundation.org/poems/47252/little-tree,4,who found you in the green forest,forest,,,,,,,True,NOUN
ee-cummings-little-tree,E.E. Cummings,[little tree],https://www.poetryfoundation.org/poems/47252/little-tree,5,and were you very sorry to come away?,away?,,,,,,,True,ADV
ee-cummings-little-tree,E.E. Cummings,[little tree],https://www.poetryfoundation.org/poems/47252/little-tree,6,see          i will comfort you,you,through,you,two,,,,False,OTHER
ee-cummings-little-tree,E.E. Cummings,[little tree],https://www.poetryfoundation.org/poems/47252/little-tree,7,because you smell so sweetly,sweetly,sweetly,neatly,,,,,False,ADV
ee-cummings-little-tree,E.E. Cummings,[little tree],https://www.poetryfoundation.org/poems/47252/little-tree,8,i will kiss your cool bark,bark,spark,dark,bark,stark,mark,arc,False,NOUN
ee-cummings-little-tree,E.E. Cummings,[little tree],https://www.poetryfoundation.org/poems/47252/little-tree,9,and hug you safe and tight,tight,tight,white,,,,,False,ADJ
ee-cummings-little-tree,E.E. Cummings,[little tree],https://www.poetryfoundation.org/poems/47252/little-tree,10,"just as your mother would,","would,","would,","could,","should,",,,,False,OTHER
ee-cummings-anyone-lived-in-a-pretty-how-town,E.E. Cummings,anyone lived in a pretty how town,https://www.poetryfoundation.org/poems/47249/anyone-lived-in-a-pretty-how-town,0,anyone lived in a pretty how town,town,brown,gown,town,towne,crown,,False,NOUN
ee-cummings-anyone-lived-in-a-pretty-how-town,E.E. Cummings,anyone lived in a pretty how town,https://www.poetryfoundation.org/poems/47249/anyone-lived-in-a-pretty-how-town,1,(with up so floating many bells down),down),,,,,,,True,ADV
ee-cummings-anyone-lived-in-a-pretty-how-town,E.E. Cummings,anyone lived in a pretty how town,https://www.poetryfoundation.org/poems/47249/anyone-lived-in-a-pretty-how-town,2,spring summer autumn winter,winter,,,,,,,True,NOUN
ee-cummings-anyone-lived-in-a-pretty-how-town,E.E. Cummings,anyone lived in a pretty how town,https://www.poetryfoundation.org/poems/47249/anyone-lived-in-a-pretty-how-town,3,he sang his didn’t he danced his did.,did.,,,,,,,True,VERB
ee-cummings-anyone-lived-in-a-pretty-how-town,E.E. Cummings,anyone lived in a pretty how town,https://www.poetryfoundation.org/poems/47249/anyone-lived-in-a-pretty-how-town,4,Women and men(both little and small),small),,,,,,,True,ADJ
ee-cummings-anyone-lived-in-a-pretty-how-town,E.E. Cummings,anyone lived in a pretty how town,https://www.poetryfoundation.org/poems/47249/anyone-lived-in-a-pretty-how-town,5,cared for anyone not at all,all,,,,,,,True,OTHER
edgar-allen-poe-annabel-lee,Edgar Allen Poe,Annabel Lee,https://www.poetryfoundation.org/poems/44885/annabel-lee,0,"It was many and many a year ago,","ago,",,,,,,,True,ADV
edgar-allen-poe-annabel-lee,Edgar Allen Poe,Annabel Lee,https://www.poetryfoundation.org/poems/44885/annabel-lee,1,"   In a kingdom by the sea,","sea,","knee,","tree,","ski,","tea,","sea,","cod,",False,NOUN
edgar-allen-poe-annabel-lee,Edgar Allen Poe,Annabel Lee,https://www.poetryfoundation.org/poems/44885/annabel-lee,2,That a maiden there lived whom you may know,know,slow,know,,,,,False,VERB
edgar-allen-poe-annabel-lee,Edgar Allen Poe,Annabel Lee,https://www.poetryfoundation.org/poems/44885/annabel-lee,3,   By the name of Annabel Lee;,Lee;,Fee;,Lee;,Plea;,Tee;,Key;,Knee;,False,NOUN
edgar-allen-poe-annabel-lee,Edgar Allen Poe,Annabel Lee,https://www.poetryfoundation.org/poems/44885/annabel-lee,4,And this maiden she lived with no other thought,thought,caught,bought,brought,lot,thought,fought,False,NOUN
edgar-allen-poe-annabel-lee,Edgar Allen Poe,Annabel Lee,https://www.poetryfoundation.org/poems/44885/annabel-lee,5,   Than to love and be loved by me.,me.,three.,me.,,,,,False,OTHER
edgar-allen-poe-the-raven,Edgar Allen Poe,The Raven,https://www.poetryfoundation.org/poems/48860/the-raven,0,"Once upon a midnight dreary, while I pondered, weak and weary,","weary,",,,,,,,True,ADJ
edgar-allen-poe-the-raven,Edgar Allen Poe,The Raven,https://www.poetryfoundation.org/poems/48860/the-raven,1,Over many a quaint and curious volume of forgotten lore—,lore—,,,,,,,True,VERB
edgar-allen-poe-the-raven,Edgar Allen Poe,The Raven,https://www.poetryfoundation.org/poems/48860/the-raven,2,"    While I nodded, nearly napping, suddenly there came a tapping,","tapping,","mapping,","tapping,",,,,,False,NOUN
edgar-allen-poe-the-raven,Edgar Allen Poe,The Raven,https://www.poetryfoundation.org/poems/48860/the-raven,3,"As of some one gently rapping, rapping at my chamber door.",door.,fore.,gore.,door.,chore.,pour.,moore.,False,NOUN
edgar-allen-poe-the-raven,Edgar Allen Poe,The Raven,https://www.poetryfoundation.org/poems/48860/the-raven,4,"“’Tis some visitor,” I muttered, “tapping at my chamber door—",door—,door—,fore—,moore—,pour—,chore—,store—,False,NOUN
edgar-allen-poe-the-raven,Edgar Allen Poe,The Raven,https://www.poetryfoundation.org/poems/48860/the-raven,5,            Only this and nothing more.”,more.”,,,,,,,True,ADJ
edna-st-vincent-millay-first-fig,Edna St. Vincent Millay,First Fig,https://www.poetryfoundation.org/poems/44245/first-fig,0,My candle burns at both ends;,ends;,tends;,ends;,spends;,trends;,,,False,NOUN
edna-st-vincent-millay-first-fig,Edna St. Vincent Millay,First Fig,https://www.poetryfoundation.org/poems/44245/first-fig,1,    It will not last the night;,night;,spite;,bright;,night;,plight;,knight;,cite;,False,NOUN
edna-st-vincent-millay-first-fig,Edna St. Vincent Millay,First Fig,https://www.poetryfoundation.org/poems/44245/first-fig,2,"But ah, my foes, and oh, my friends—",friends—,tends—,friends—,spends—,trends—,,,False,NOUN
edna-st-vincent-millay-first-fig,Edna St. Vincent Millay,First Fig,https://www.poetryfoundation.org/poems/44245/first-fig,3,    It gives a lovely light!,light!,white!,light!,,,,,False,ADJ
edna-st-vincent-millay-what-lips-my-lips-have-kissed-and-where-and-why,Edna St. Vincent Millay,"What lips my lips have kissed, and where, and why",https://www.poetryfoundation.org/poems/44250/what-lips-my-lips-have-kissed-and-where-and-why,0,"What lips my lips have kissed, and where, and why,","why,",,,,,,,True,OTHER
edna-st-vincent-millay-what-lips-my-lips-have-kissed-and-where-and-why,Edna St. Vincent Millay,"What lips my lips have kissed, and where, and why",https://www.poetryfoundation.org/poems/44250/what-lips-my-lips-have-kissed-and-where-and-why,1,"I have forgotten, and what arms have lain",lain,vain,payne,brain,lain,shayne,jane,False,NOUN
edna-st-vincent-millay-what-lips-my-lips-have-kissed-and-where-and-why,Edna St. Vincent Millay,"What lips my lips have kissed, and where, and why",https://www.poetryfoundation.org/poems/44250/what-lips-my-lips-have-kissed-and-where-and-why,2,Under my head till morning; but the rain,rain,reign,spain,maine,rain,train,crane,False,NOUN
edna-st-vincent-millay-what-lips-my-lips-have-kissed-and-where-and-why,Edna St. Vincent Millay,"What lips my lips have kissed, and where, and why",https://www.poetryfoundation.org/poems/44250/what-lips-my-lips-have-kissed-and-where-and-why,3,"Is full of ghosts tonight, that tap and sigh",sigh,lie,sigh,thy,fly,shy,thigh,False,NOUN
edna-st-vincent-millay-what-lips-my-lips-have-kissed-and-where-and-why,Edna St. Vincent Millay,"What lips my lips have kissed, and where, and why",https://www.poetryfoundation.org/poems/44250/what-lips-my-lips-have-kissed-and-where-and-why,4,"Upon the glass and listen for reply,","reply,","goodbye,","supply,","whereby,","reply,","hereby,","imply,",False,NOUN
edna-st-vincent-millay-what-lips-my-lips-have-kissed-and-where-and-why,Edna St. Vincent Millay,"What lips my lips have kissed, and where, and why",https://www.poetryfoundation.org/poems/44250/what-lips-my-lips-have-kissed-and-where-and-why,5,And in my heart there stirs a quiet pain,pain,gain,vein,strain,maine,drain,pain,False,NOUN
edna-st-vincent-millay-what-lips-my-lips-have-kissed-and-where-and-why,Edna St. Vincent Millay,"What lips my lips have kissed, and where, and why",https://www.poetryfoundation.org/poems/44250/what-lips-my-lips-have-kissed-and-where-and-why,6,For unremembered lads that not again,again,,,,,,,True,ADV
edna-st-vincent-millay-what-lips-my-lips-have-kissed-and-where-and-why,Edna St. Vincent Millay,"What lips my lips have kissed, and where, and why",https://www.poetryfoundation.org/poems/44250/what-lips-my-lips-have-kissed-and-where-and-why,7,Will turn to me at midnight with a cry.,cry.,try.,dry.,spy.,fly.,cry.,pie.,False,NOUN
elizabeth-barrett-browning-how-do-i-love-thee-sonnet-43,Elizabeth Barrett Browning,How Do I Love Thee? (Sonnet 43),https://www.poetryfoundation.org/poems/43742/sonnets-from-the-portuguese-43-how-do-i-love-thee-let-me-count-the-ways,0,How do I love thee? Let me count the ways.,ways.,day's.,strays.,mays.,pays.,ways.,days.,False,NOUN
elizabeth-barrett-browning-how-do-i-love-thee-sonnet-43,Elizabeth Barrett Browning,How Do I Love Thee? (Sonnet 43),https://www.poetryfoundation.org/poems/43742/sonnets-from-the-portuguese-43-how-do-i-love-thee-let-me-count-the-ways,1,I love thee to the depth and breadth and height,height,height,slight,dwight,fight,night,flight,False,NOUN
elizabeth-barrett-browning-how-do-i-love-thee-sonnet-43,Elizabeth Barrett Browning,How Do I Love Thee? (Sonnet 43),https://www.poetryfoundation.org/poems/43742/sonnets-from-the-portuguese-43-how-do-i-love-thee-let-me-count-the-ways,2,"My soul can reach, when feeling out of sight",sight,cite,light,bite,fight,sight,flight,False,NOUN
elizabeth-barrett-browning-how-do-i-love-thee-sonnet-43,Elizabeth Barrett Browning,How Do I Love Thee? (Sonnet 43),https://www.poetryfoundation.org/poems/43742/sonnets-from-the-portuguese-43-how-do-i-love-thee-let-me-count-the-ways,3,For the ends of being and ideal grace.,grace.,space.,trace.,pace.,grace.,brace.,place.,False,NOUN
elizabeth-barrett-browning-how-do-i-love-thee-sonnet-43,Elizabeth Barrett Browning,How Do I Love Thee? (Sonnet 43),https://www.poetryfoundation.org/poems/43742/sonnets-from-the-portuguese-43-how-do-i-love-thee-let-me-count-the-ways,4,I love thee to the level of every day’s,day’s,,,,,,,True,VERB
elizabeth-barrett-browning-how-do-i-love-thee-sonnet-43,Elizabeth Barrett Browning,How Do I Love Thee? (Sonnet 43),https://www.poetryfoundation.org/poems/43742/sonnets-from-the-portuguese-43-how-do-i-love-thee-let-me-count-the-ways,5,"Most quiet need, by sun and candle-light.",candle-light.,,,,,,,True,NOUN
elizabeth-barrett-browning-how-do-i-love-thee-sonnet-43,Elizabeth Barrett Browning,How Do I Love Thee? (Sonnet 43),https://www.poetryfoundation.org/poems/43742/sonnets-from-the-portuguese-43-how-do-i-love-thee-let-me-count-the-ways,6,"I love thee freely, as men strive for right.",right.,bright.,light.,site.,write.,right.,cite.,False,NOUN
